Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
116896	Bone bed	502795.06346	481003.62483	23.518412	449	SC15	34	317	ZW20	Bone	Red deer	3rd phalanx	 -	C, G	3	Robust; percussion break; delamination	No	 -	 -	0	Fragment of 3rd phalanx; only a partial articular surface survives and a small section of the anterior tip. The breakage appears to be a percussion break. The inferior cortical bone surface has been removed during the breakage. The edges are very jagged
116897	Bone bed	502794.94928	481003.53935	23.511879	320	SC15	34	317	ZW20	Bone	Roe deer	Mandible	Left	C, G	3	Robust; percussion break; delamination	No	 -	 -	0	Partial left mandible of a roe deer. The bone and teeth are robust with no sign of demineralisation. This section of the mandible contains the p2 and p4. Small amount of wear on the occlusial surface. The mandible has been broken into by a percussion bre
116898	Bone bed	502795.23938	481003.77414	23.455933	320	SC15	34	317	ZW20	Bone	Unidentified	Unidentified	 -	D	1	Robust; post-dep breakage	No	 -	 -	0	Small fragment of unidentified bone. It is robust with no sign of demineralisation. The breakage in uneven and ragged, possibly caused by post-deposition.
116899	Bone bed	502795.11207	481003.61	23.496822	320	SC15	34	317	ZW20	Bone	Large mammal sp.	Long bone frag.	 -	D	2	Robust; spiral fracture	No	 -	 -	0	Small fragment of large mammal long bone midshaft. The bone is robust with no sign of demineralisation. The breakage appears to be spiral fractures at both ends.
116900	Bone bed	502795.23969	481003.64393	23.488389	320	SC15	34	317	ZW20	Bone	Large mammal sp.	Thoracic vertebra	 -	B	4	Robust; excavation damage	No	 -	 -	0	Superior epiphysis of a large mammal thoracic vertebral body. One of the costal facets survives but the other appears to have been broken off by excavation damage. The bone is robust with no sign of demineralisation. No sign of fusion having begun.
116941	Clark backfill	0	0	0	207	SC52	CUTTING 2	SPOILHEAP	0	Bone	Large mammal sp.	Rib frag.	 -	C	2	Robust; desiccated; cracking; excavation damage; post-dep breakage	No	 -	 -	0	Fragment of large mammal rib shaft (?distal end). The bone is robust but desiccated. There are cracks throughout the specimen as a result. There is modern excavation damage to one edge, but the breakage to either end of the fragment appears to be post-de
116942	Clark backfill	0	0	0	207	SC52	CUTTING 2	SPOILHEAP	0	Bone	Large mammal sp.	Rib frag.	 -	B	3	Robust; desiccated; cracking; excavation damage; post-dep breakage	No	 -	 -	0	Almost complete large mammal rib. The bone is robust but desiccated. There are longitudinal cracks in the bone as a result of the desiccation. Small amount of damage to the proximal rib head and also to the very distal end of the rib. Both appear to have
116943	Clark backfill	0	0	0	207	SC52	CUTTING 2	SPOILHEAP	0	Bone	Large mammal sp.	Rib frag.	 -	C	2	Robust; desiccated; cracking; excavation damage; post-dep breakage	No	 -	 -	0	Partial rib midshaft of a large mammal. The bone is robust but desiccated. There are cracks and splits in the bone as a result of the desiccation. Small patches of delamination of the cortical bone. The breakage to both ends of the specimen appears to be
116944	Clark backfill	0	0	0	207	SC50	CUTTING 2	SPOILHEAP	0	Antler	Red deer	Tine	 -	C	4	Desiccated; cracked; rounded; groove and splinter	No	 -	 -	0	Section of red deer antler tine. The antler is desiccated and there are cracks throughout the specimen as a result. The tine has been groove and splintered but post-depositional processes have smoothed all of the edges of the specimen, and it is likely t
116945	Clark backfill	0	0	0	207	SC50	CUTTING 2	SPOILHEAP	0	Bone	Aurochs	Femur	 -	C	3	Robust; carnivore gnawing; tooth impressions; tooth scores	No	 -	 -	0	Partial femur head of an aurochs. It has broken along the fusion line which is clearly only recently fused. The bone is robust and well preserved. There is clear carnivore gnawing around the break edges and there are also some really nice tooth impressio
116946	Clark backfill	0	0	0	207	SC50	CUTTING 2	SPOILHEAP	0	Antler	Red deer	Tine	 -	B	4	Robust; desiccated; cracking; rounded; excavation damage; groove and splinter?	No	 -	 -	0	Section of red deer antler tine. The antler is very robust and generally well preserved, however it is also desiccated and there is a long split along the entire length of the specimen as a result. Some of the surface detail is retained however there are
116947	Clark backfill	0	0	0	207	SC50	CUTTING 2	SPOILHEAP	0	Antler	Roe deer	Tine	Left	A	4	Robust; desiccated; cracking; rounding; post-dep modification; excavation damage	No	0	 -	0	Complete left unshed roe deer antler which includes the pedicle and also a small section of the frontal bone. The antler is robust and generally well preserved, however it is also desiccated and there is a large split and crack along the length of the sp
116948	Clark backfill	0	0	0	207	SC50	CUTTING 2	SPOILHEAP	0	Antler	Red deer	Tine	 -	C	2	Desiccated; cracking; delamination; charred?; modern damage	No	 -	 -	0	Section of red deer antler tine. The antler is desiccated and there are several cracks and splits through the specimen as a result. A large portion of the surface of the antler has flaked off and a lot of it is missing. The end of the tine that joins to
117251	Bone bed	502791.3572	480997.5653	23.4025	316	SC15	34	312	ZR15	Bone	Large mammal sp.	Rib	Right	C	3	Robust; fragmentary; post-dep breakage; root etching; trowel scars; excavation damage	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the proximal head appears post-depositional. There is a lot of root etching and also trowel scars to the cortical bone. The breakage to the midshaft is al
117253	Bone bed	502794.9081	480997.5465	23.2472	Chloe	SC15	34	312	ZU15	Antler	Red deer	Barbed point	0	A	5	0	0	0	0	0	0
117256	Bone bed	502791.1119	480997.5177	23.3831	316	SC15	34	312	ZR15	Bone	Beaver	Humerus	Left	B	4	Robust; percussion break; rounding; delamination	No	 -	 -	0	Section of beaver humerus midshaft. The bone is robust with no sign of demineralisation. The breakage to remove the proximal head and the distal epiphysis appear to have been caused by percussion breaks but the break edges are very rounded.There is a sma
117260	Bone bed	502791.1922	480997.925	23.435	316	SC15	34	312	ZR15	Bone	Medium mammal sp.	Rib	 -	C	3	Robust; longitudinally split; excavation damage; desiccated; cracking	No	 -	 -	0	Fragmentary section of medium mammal rib. It is split in half with the posterior aspect missing, and it appears archaeological. There is some modern breakage to one end. The specimen appears to be slightly desiccated as there are longitudinal cracks occu
117261	Bone bed	502791.1183	480998.1136	23.3198	316	SC15	34	312	ZR15	Bone	Red deer	Tibia	 -	C	3	Robust; longitudinally split; percussion break; spiral fracture; cutmarks	No	 -	 -	0	Fragment of red deer tibia midshaft. The bone is robust with no sign of demineralisation. The specimen has been longitudinally split. There is a percussion break with resultant spiral fracture at both ends. There are some parallel cutmarks diagonally a c
117265	Bone bed	502789.4058	480998.3082	23.4055	320	SC15	34	312	ZQ15	Bone	Roe deer	Pelvis	Left	B, H	3	Partially demineralised; fragile; post-dep breakage; excavation damage; trowel scars	No	LAR: 2.7mm	 -	0	Partial roe deer pelvis. Although the bone is not demineralised it is still quite soft and fragile. The breakage to both the illium and ischium appears to be a mixture of post-depostional breakage and excavation damage due to the softening of the bone. T
117266	Bone bed	502789.3861	480998.6086	23.3951	320	SC15	34	312	ZQ15	Bone	Red deer	1st phalanx	 -	C	3	Robust; percussion break; spiral fracture; cracking	No	BD: 2.3mm	 -	0	Distal half of a red deer 1st phalanx. The bone is robust with no sign of demineralisation. The breakage to the midshaft is a percussion break with resultant spiral fracture. There is a radiating crack from the break edge.
117267	Bone bed	502794.7068	480997.5263	23.2825	449	SC15	34	312	ZU13	Bone	Red deer	Ulna	Right	B	4	Robust; percussion break	No	 -	 -	0	Proximal fragment of a red deer ulna. The bone is robust with no sign of demineralisation. Only a partial trochlear notch and anconneal process are present. The breakage to remove this from the main body of the element is two percussion breaks to either
117274	Bone bed	502794.2527	480996.9673	23.2944	316	SC15	34	312	ZT13	Bone	Large mammal sp.	Vertebra	 -	C	3	Robust; post-dep breakage; percussion break; cracking; discolouration	No	 -	 -	0	Section of spinous process of a very large mammal vertebra. The bone is robust with no sign of demineralisation. Some of the breakage appears post-depositional but there are some areas that look as though the breakage occurred through percussion breaks.
117388	Bone bed	502794.95467	481003.60157	23.477378	320	SC15	34	317	ZW20	Bone	Aurochs	Pelvis	Left	C, G	3	Robust; percussion break; excavation damage; delamination; cracking	No	LA: 9.6mm	 -	0	Fragment of Aurochs acetabulum. The bone is robust with no sign of demineralisation. A complete acetabulum and partial illium survive. The breakage to remove this section from the main body of the element was obtained by numerous percussion breaks. There
117401	Bone bed	502789.5529	481000.2372	23.4481	449	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Right	C	3	Robust; post-dep breakage; rounding; score marks; trowel marks	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the proximal and distal ends is post-depositional and the break edges are rounded and smoothed. There are some ephemoral score marks on the cortical bone
117402	Bone bed	502789.9342	481000.3443	23.4198	319	SC15	34	312	ZR17	Bone	Red deer	Axis vertebra	 -	B, G	4	Robust; carnivore activity; tooth scores; delamination; excavation damage	No	BFcr: 8.8mm	 -	0	Partial red deer axis vertebra. The bone is robust with no sign of demineralisation. The distal half of the specimen is absent. The break edge is uneven and there are associated tooth scores and gouges suggestive of carnivore activity. There are small pa
117403	Bone bed	502790.0242	480999.9942	23.3956	320	SC15	34	312	ZR17	Bone	Large mammal sp.	Tibia	 -	C	3	Robust; percussion break; spiral fracture; root etching	No	 -	 -	0	Fragment of large mammal tibia midshaft. The bone is robust with no sign of demineralisation. There is a percussion break and both ends of the fragment exhibit spiral fractures. Small amount of root etching on the cortical bone surface.
117404	Bone bed	502790.011	481000.0771	23.3714	449	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Left	C	3	Robust; post-dep breakage; excavation damage; cutmarks	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. Break to the midshaft appears to be post-depositional, so too is the break to the distal end, both have been made worse on lifting. There are some ephemoral cutmarks on t
117405	Bone bed	502790.3271	481000.0665	23.5295	319	SC15	34	312	ZR17	Bone	Roe deer	Tibia	Left	B	4	Robust; spiral fracture; delamination; post-dep damage	No	BD: 2.9mm	 -	0	Partial roe deer tibia. The bone is robust with no sign of demineralisation. The proximal head has been removed by a spiral fracture. There is a small amount of delamination of the cortical bone surface that appears to have been caused by post-deposition
117406	Bone bed	502790.4697	481000.3798	23.3924	320	SC15	34	312	ZR17	Bone	Red deer	Femur	 -	C	3	Robust; percussion break; spiral fracture	No	 -	 -	0	Fragment of red deer femur midshaft. The bone is robust with no sign of demineralisation. There are clear percussion breaks to either side of the specimen with clear percussion points. There are also partial spiral fractures to the other edges.
117407	Bone bed	0	0	0	319	SC15	34	312	ZR17	Bone	Aurochs	Astragalus	Left	A	4	Robust; carnivore activity; tooth scores; delamination	No	GLm: 7.8mm, GLl: 8.8mm, BD: 5.8mm	 -	0	Partial astragalus of an Aurochs. The bone is robust with no sign of demineralisation. There is a lot of damage to the anterior aspect that appears to have been caused by carnivore activity. There appear to be clear tooth scores and drags. There is also
117408	Bone bed	502790.5813	481000.2845	23.5119	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Femur	 -	C	3	Robust; spiral fractures; percussion break; longitudinally split; excavation damage; cutmarks; root etching; cracking	No	 -	 -	0	Fragment of large mammal femur midshaft. The bone is robust with no sign of demineralisation. There are spiral fractures to each end of the fragment and a clear percussion point to middle of the break edge. It also has been longitudinally split. There is
117409	Bone bed	502790.7329	481000.3168	23.5216	319	SC15	34	312	ZR17	Bone	Red deer	Metatarsal	Left	C	3	Robust; longitudinally split; percussion break; rounding; delamination	No	0	 -	0	Fragment of red deer metatarsal. The bone is robust with no sign of demineralisation. The specimen has been longitudinally split and also broken open by a percussion break. There is rounding to the edges of the proximal head through post-depositional pro
117410	Bone bed	502790.8257	481000.3644	23.5339	319	SC15	34	312	0	Bone	Red deer	Metatarsal	Left	C	3	Robust; spiral fracture; longitudinally split; excavation damage	No	 -	 -	0	Fragment of red deer metatarsal; partial proximal end. The bone is robust with no sign of demineralisation. The distal half has been removed by a spiral fracture and it has been longitudinally split in half. Small amount of excavation damage to the break
117411	Bone bed	502790.8829	481000.4934	23.4521	319	SC15	34	312	ZR17	Bone	Elk	Astragalus	Right	A	4	Robust; excavation damage; root etching	No	GLm: 7.3mm, GLl: 8mm, BD: 5.2mm	 -	0	Complete astragalus of an elk. The bone is robust with no sign of demineralisation. Small amount of excavation damage to the very edges of the specimen . There is also a small amount of root etching.
117412	Bone bed	502791.1097	481000.2147	23.4757	319	SC15	34	312	ZR17	Bone	Elk	Navicular-cuboid	Right	C	3	Robust; percussion break; rounded	No	0	 -	0	Partial navicular-cuboid of an elk. The bone is robust with no sign of demineralisation. There appears to be two percussion points on the inferior articular bone surface and a large section of bone removed. the breakage edges are rounded and smoothed.
117413	Bone bed	502791.1186	480999.9472	23.4306	320	SC15	34	312	ZR17	Bone	Red deer	3rd phalanx	 -	C	3	Robust; post-dep breakage; rounding; excavation damage	No	 -	 -	0	Partial red deer 3rd phalanx. The bone is robust with no sign of demineralisation. The anterior tip of the specimen was broken post-depositionally and the break edge is rounded. Small amount of excavation damage on the inferior cortical bone surface.
117414	Bone bed	502790.9664	480999.84	23.4374	317	SC15	34	312	ZR17	Bone	Red deer	2nd phalanx	 -	B	4	Robust; percussion break; rounding	No	BD: 2mm	 -	0	Distal end of a red deer 2nd phalanx. The bone is robust with no sign of demineralisation. The breakage to the midshaft appears to be a percussion break.The break edges appear rounded and smoothed.
117415	Bone bed	502791.0549	480999.7785	23.3983	317	SC15	34	312	ZR17	Bone	Red deer	Metacarpal	 -	B, G	4	Robust; percussion break; spiral fracture; delamination; excavation damage	No	 -	 -	0	Distal end of a red deer metacarpal. The bone is robust with no sign of demineralisation. The distal epiphysis is unfused and missing. The breakage to the midshaft is a percussion break and spiral fracture. Small amount of delamination around the break e
117417	Bone bed	502790.9648	480999.7519	23.459	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Right	C, E	3	Robust; excavation damage; post-dep breakage; cutmarks; cracking	No	 -	 -	0	Section of large mammal rib midshaft. The bone is robust with no sign of demineralisation. The breakage to the proximal and distal ends appears to be post-depositional and jagged. There are some possible cutmarks both at the proximal end near the breakag
117418	Bone bed	502791.0693	480999.4861	23.4081	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Right	C, G	3	Robust; post-dep breakage; rounding; excavation damage; splitting; delamination	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the proximal head is rounded and smoothed suggesting post-depositional damage. The breakage to the midshaft is modern excavation damage. There is splittin
117419	Bone bed	502790.9202	480999.5188	23.4623	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Left	C	2	Robust; fragmentary; post-dep breakage; root etching; cut/score marks; cracking	No	 -	 -	0	Fragments of rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage of the specimen appears to be post-depositional and was likely made worse on lifting. Small amount of root etching to the cortical bone surface but on o
117420	Bone bed	502790.8245	480999.3547	23.4171	317	SC15	34	312	ZR17	Bone	Red deer	1st phalanx	 -	B	4	Robust; percussion break; spiral fracture; cracking	No	BD: 2mm	 -	0	Distal end of a red deer 1st phalanx. The bone is robust with no sign of demineralisation. The breakage to the midshaft appears to be a percussion break with resultant spiral fracture. Small radiating crack from the break edge.
117421	Bone bed	502790.8791	480999.4289	23.409	SC13_fridge_1	SC15	34	312	ZR17	Antler	Red deer	Barbed point	0	A	5	0	0	0	0	0	0
117422	Bone bed	502790.8535	480999.5024	23.4852	320	SC15	34	312	ZR17	Bone	Medium mammal sp.	Rib	 -	C	3	Robust; percussion break; spiral fracture; rounding	No	 -	 -	0	Fragment of medium mammal rib midshaft. The bone is robust with no sign of demineralisation. The breakage on the fragment appears to be a mixture of percussion damage and spiral fracture. The break edges are rounded and smooth.
117423	Bone bed	502790.0449	480999.2576	23.4249	320	SC15	34	312	ZR17	Tooth	Red deer	1st incisor	Left	A	5	Robust	No	 -	 -	0	Complete left 1st mandibular incisor of a red deer. The tooth is robust with no sign of demineralisation. There is some wear on the occlusial surface.
117424	Bone bed	502789.907	480999.3241	23.4245	320	SC15	34	312	ZR17	Bone	Large mammal sp.	Metapodial	 -	C	3	Robust; percussion break; spiral fracture; staining	No	 -	 -	0	Fragment of large mammal metapodial midshaft. The bone is robust with no sign of demineralisation. Several obvious percussion points indicate there was percussion breakage. Also a spiral fracture to one end. There is also some staining to the cortical bo
117427	Bone bed	502790.4928	480999.609	23.5401	449	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Left	C	3	Robust; excavation damage; cracking; trowel scars	No	 -	 -	0	Partial large mammal rib. The bone is robust with no sign of demineralisation. The breakage to the proximal end appears to be excavational. There is also quite a lot of excavation damage to the edges of the specimen and cracking to the cortical bone surf
117428	Bone bed	502789.926	480999.1303	23.5206	449	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Right	C, G	3	Robust; excavation damage; cracking; flaking; ?tooth impressions	No	 -	 -	0	Partial large mammal rib. The bone is robust with no sign of demineralisation. The breakage to the proximal end is excavational and there is a lot of cortical bone cracking and flaking to the distal end. Possible tooth impressions on the posterior aspect
117429	Bone bed	502789.9683	480999.2326	23.5238	320	SC15	34	312	ZR17	Bone	Medium mammal sp.	Rib	 -	D	3	Robust; fragmentary; ?percussion break; excavation damage	No	 -	 -	0	Very fragmentary section of medium mammal rib midshaft. The bone has fragmented on lifting into small pieces. Possibly broken into by percussion breaks but this is difficult to determine due to the fresh damage.
117430	Bone bed	502789.7284	480999.6343	23.422	319	SC15	34	312	ZR17	Bone	Roe deer	Scapula	Right	B	4	Robust; post-dep breakage; rounded; cracking	No	GLP: 2.9mm, LG: 1.9mm, BG: 2.1mm	 -	0	Partial scapula of a roe deer. The bone is robust with no sign of demineralisation. The spine is broken and so too is the blade. The breakage appears to be post-depositional and the break edges are rounded. There is a small amount of damage to the edges
117431	Bone bed	502789.4945	480999.865	23.4585	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Left	D	3	Robust; post-dep breakage	No	 -	 -	0	Very fragmented large mammal rib. The bone is robust with no sign of demineralisation. The breakage appears post-depositional and likely became worse on lifting. No clear sign of human or animal interaction.
117432	Bone bed	502790.3588	481000.0003	23.5294	449	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Right	C, G	3	Robust; percussion break; excavation damage; post-dep damage; lifting damage; trowel damage; delamination; cracking; splitting	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. The breakage to the proximal head appears to be caused by a percussion break, but there is also some excavation damage too. The breakage to the distal end was caused by p
117433	Bone bed	502790.1749	481000.3014	23.4623	319	SC15	34	312	ZR17	Bone	Large mammal sp.	Rib	Left	D	3	Robust; post-dep breakage; percussion break; cracking; delamination	No	 -	 -	0	Fragments of a large mammal rib. The bone is robust with no sign of demineralisation. The breakage appears post-depositional but there are also some percussion breaks. There are radiating cracks from the break edge and also some delamination.
117434	Bone bed	502790.3948	481000.2484	23.4374	449	SC15	34	312	ZR17	Bone	Red deer	Scapula	Left	B, G	4	Robust; excavation damage; cracking; delamination; score marks	No	HS: 276mm, GLP: 6.7mm, LG: 5mm, BG: 4.7mm	 -	0	Partial scapula of a red deer. The bone is robust with no sign of demineralisation. Small amount of breakage to the blade, with fragments that refit, but the breakage appears to have occurred on lifting. There is a radiating crack from the break edge. Th
117435	Bone bed	502789.8288	480999.9335	23.4412	SC13_fridge_2	SC15	34	312	ZR17	Antler	Red deer	antler	0	C	3	0	0	0	0	0	Red deer antler
117444	Bone bed	502790.2025	480999.8161	23.5033	317	SC15	34	317	ZR17	Bone	Red deer	Ulna	Right	B	4	Robust; percussion break; discolouration; excavation damage	No	 -	 -	0	Proximal end of a red deer ulna. Only the olecranon process and a partial trochlea notch are represented. There is breakage all along the posterior aspect of the proximal head and it appears to have occurred due to percussion damage. There is also some e
117445	Bone bed	502790.2259	480999.8598	23.4245	319	SC15	34	317	ZR17	Bone	Red deer	Mandible	Right	B, G	4	Robust; percussion break; cracking; delamination	No	 -	 -	0	Partial mandible of a red deer. The bone and teeth are robust with no sign of demineralisation. The breakage to remove the ramus and break into the mandible below the tooth row were caused by percussion breaks. There are radiating cracks from the break e
117446	Bone bed	502790.5536	480999.8598	23.4182	319	SC15	34	317	ZR17	Bone	Red deer	Metacarpal	 -	B	4	Robust; percussion break; spiral fracture; cutmarks; root etching	No	BD: 4.8mm	 -	0	Distal half of a red deer metacarpal. The bone is robust with no sign of demineralisation. The proximal head has been removed by a percussion break and a spiral fracture. There are ephemoral parallel cutmark marks running horizontally a cross all cortica
117448	Bone bed	502789.6966	480999.1828	23.4134	319	SC15	34	317	ZR17	Bone	Large mammal sp.	Rib	Right	C	3	Robust; excavation damage; post-dep breakage	No	 -	 -	0	Fragment of large mammal rib midshaft. The bone is robust with no sign of demineralisation. There is a lot of excavation damage to the edges of the specimen. The breakage that has removed the proximal and distal ends is rounded and smoothed and is possib
117449	Bone bed	502790.9525	480999.6561	23.4603	449	SC15	34	317	ZR15	Bone	Large mammal sp.	Rib	 -	D	2	Robust; fragmentary; post-dep breakage; excavation damage; cracking; delamination	No	 -	 -	0	Partial rib of a large mammal. The bone is robust with no sign of demineralisation. They are very fragmented and have broken into numerous pieces. The breakage appears post-depositional and likely fragmented on lifting. The cortical bone is cracking and
117450	Bone bed	502790.9019	480999.4596	23.3934	319	SC15	34	312	ZR17	Bone	Wild boar	Scapula	Left	C	3	Robust; post-dep breakage; cutmarks	No	GLP: 2.1mm	 -	0	Partial wild boar scapula. The bone is robust with no sign of demineralisation. The breakage to the scapula blade appears to be post-depostional and likely occurred on lifting. There is a small amount of damage around the edge of the scapula head that ap
117502	Bone bed	502796.005	481003.1678	23.4633	SC13_fridge_1	SC15	34	312	ZW20	Antler	Red deer	Beam	0	A, C	5	0	0	0	0	0	Fragment of antler beam
117513	Bone bed	502795.1219	481002.8932	23.5236	318	SC15	34	312	ZW20	Bone	Medium mammal sp.	Rib	Right	C	3	Robust; percussion break; cutmarks; excavation damage	No	 -	 -	0	Proximal half of a medium mammal rib. The bone is robust with no sign of demineralisation. The breakage to the midshaft is a percussion break. There are cutmarks on the superior bone surface on the proximal head. Small amount of excavation damage to the
117517	Bone bed	502795.2682	481002.9598	23.5001	Enviro	SC15	34	312	ZW20	Bone artefact	Aurochs	Metatarsal	 -	B	4	Robust; longitudinally split; percussion damage; spiral fracture; polish; usewear; root etching; iron staining	No	 -	PHOTO/ USEWEAR	0	Partial Aurochs metatarsal midshaft fragment. The bone is robust with no sign of demineralisation. It has been longitudinally split in half. The split edges have interesting score marks on them. One end of the specimen has very obviously been repeatedly
117521	Bone bed	502795.1004	481002.6519	23.5067	318	SC15	34	312	ZW20	Bone	Aurochs	Metacarpal	 -	C	3	Robust; percussion break; spiral fracture; carnivore activity; tooth marks	No	 -	 -	0	Distal end of an Aurochs metacarpal. The bone is robust with no sign of demineralisation. It has been removed from the main body of the specimen by percussion breaks and a spiral fracture. There are clear percussion points. There are also patches of dama
117530	Bone bed	502795.6624	481003.2499	23.5163	448	SC15	34	312	ZW20	Antler	Red deer	Tine	0	A	5	0	0	0	0	0	0
117538	Bone bed	502795.5608	481003.6415	22.8814	318	SC15	34	312	ZW20	Bone	Medium mammal sp.	Radius	 -	C	3	Robust; spiral frcture; percussion break; iron staining	No	 -	 -	0	Small fragment of medium mammal radius midshaft. The bone is robust with no sign of demineralisation. The fragment is in the shape of a spiral. There is a clear percussion point. Small amounts of iron staining on the cortical bone surface.
117541	Bone bed	502795.3913	481003.1773	23.4872	318	SC15	34	312	ZW20	Bone	Large mammal sp.	Rib	 -	C	3	Robust; spiral fracture	No	 -	 -	0	Fragment of large mammal rib. The bone is robust with no sign of demineralisation. There is a spiral fracture to one end.
117543	Bone bed	502795.3339	481003.3081	23.5204	318	SC15	34	312	ZW20	Bone	Medium mammal sp.	Mandible	Right	C	3	Robust; percussion break; cracking	No	 -	 -	0	Anterior section of a medium mammal mandible. This includes the mandibular symphysis and also the empty tooth sockets of the incisors. The breakage is just after the main nutrient foreman, and it is caused by a percussion break. There is a clear percussi
117545	Bone bed	502795.3742	481003.3823	23.5178	318	SC15	34	312	ZW20	Bone	Aurochs	Sternum	 -	B	4	Robust; cutmarks	No	 -	 -	0	Partial sternum of an Aurochs. The bone is robust with no sign of demineralisation. Only the distal two segments of the sternum are represented. Fusion is still occuring. There are clear cutmarks on both the superior and inferior cortical bone surfaces.
117546	Bone bed	502795.3077	481003.0905	23.4808	449	SC15	34	312	ZW20	Bone	Aurochs	Metatarsal	 -	C	3	Robust; longitudinally split; percussion break; cracking; iron staining	No	 -	 -	0	Midshaft fragment of an Aurochs metatarsal. The bone is robust with no sign of demineralisation. The specimen has been longitudially split. There are also percussion breaks all along one of the split edges, and also to one end. There are also longitudina
117547	Bone bed	502795.3576	481003.2697	23.4884	SC13_fridge_2	SC15	34	312	ZW20	Tooth	Beaver	Incisor	 -	C	3	Robust	No	 -	 -	0	Partial beaver incisor. It is robust with no sign of demineralisation. It has broken in half longitudinally. Small amount of wear on the occlusial surface.
117551	Bone bed	502795.0417	481003.0057	23.5361	318	SC15	34	312	ZW20	Bone	Red deer	Calcaneus	Left	A	5	Robust	No	GL: 12.7mm, GB: 3.6mm	 -	0	Complete red deer calcaneus. The bone is robust with no sign of demineralisation. There is no sign of human or animal interaction. Small amount of discolouration to the anterior cortical bone surface just before the articular surface.
117556	Bone bed	502795.0638	481003.27225	23.488567	318	SC15	34	312	ZW20	Bone	Red deer	Mandible	Right	C, G	3	Robust; percussion break; cracking; delamination	No	 -	 -	0	Fragment of red deer mandible with the p2 and p3 represented. The bone and teeth are robust with no sign of demineralisation. The breakage appears to have been caused by percussion breaks, and there are radiating cracks from the break edge. Small amount
117557	Bone bed	502795.25761	481003.24646	23.48293	318	SC15	34	312	ZW20	Bone	Medium mammal sp.	Rib	Right	C, G	3	Robust; excavation damage; post-dep breakage; cracking; delamination; desiccation	No	 -	 -	0	Medium mammal rib. The bone is robust with no sign of demineralisation. There is a modern break to the midshaft that occurred during lifting however the breakage to the distal end appears post-depositional. There is a lot of splitting and cracking to the
117558	Bone bed	502795.02275	481003.11728	23.512159	318	SC15	34	312	ZW20	Bone	Medium mammal sp.	Thoracic vertebra	 -	B	4	Robust; excavation damage; cutmarks	No	 -	 -	0	Partial thoracic vertebra of a medium mammal. The size and robustness is suggestive of a roe deer. Small amount of excavation damage to the vertebra spinous process and and also one of the transverse processes. There are several parallel cutmarks on one
117562	Bone bed	502794.99023	481003.0301	23.503217	318	SC15	34	312	ZW20	Bone	Beaver	Scapula	Right	C	4	Robust; post-dep breakage	No	GLP: 2.4mm	 -	0	Proximal half of a beaver scapula. The bone is robust with no sign of demineralisation. The breakage to the blade and the spinous process appears to be post-depositional. No clear sign of human or animal interaction.
117568	Bone bed	502795.3077	481002.7417	23.4938	SC13_fridge_1	SC15	34	312	ZW20	Tooth	Red deer	Incisor	Right	B	4	Robust; concretions; iron staining; post-dep breakage	No	 -	 -	0	Complete incisor of a red deer. The tooth is robust with no sign of demineralisation. There is little to no wear on the occlusial surface. There is some iron staining to the enamel and root, and also some hard mineral concretions. Small amount of damage
117803	Bone bed	502794.576	480995.3932	23.1696	453	SC15	34	312	ZT14	Bone	Red deer	Skull	 -	B, E, H	4	Partially demineralised; root etching; post-dep breakage; excavation damage; ?cutmarks	Yes	LFB:8.8mm, B:8.1mm, GBO:7.5mm, GBFM:3.2mm	 -	0	Partial skull of a red deer. There are no antlers which suggests it is a female animal. The bone is partially demineralised and rubbery, and it seems to all be on the right side, but the majority of the specimen is robust. The skull is very slightly warp
117807	Bone bed	502794.4359	480995.9809	23.1584	Chloe	SC15	34	317	ZT14	Antler	Red deer	Barbed point	0	A	5	0	0	0	0	0	Barbed point
